Wed, 18 Jan 2017 15:30:51 OfficerRenmin.py[line:232] WARNING [+]数据更新	鼓楼区 	福建省福州市鼓楼区委书记	杭东
Wed, 18 Jan 2017 15:30:51 OfficerRenmin.py[line:253] WARNING [+]数据更新	鼓楼区 	福建省福州市鼓楼区区长	陈斌
Wed, 18 Jan 2017 15:30:52 OfficerRenmin.py[line:232] WARNING [+]数据更新	台江区 	福建省福州市台江区委书记	张忠
Wed, 18 Jan 2017 15:30:52 OfficerRenmin.py[line:253] WARNING [+]数据更新	台江区 	福建省福州市台江区区长	陈曾勇
Wed, 18 Jan 2017 15:30:53 OfficerRenmin.py[line:232] WARNING [+]数据更新	仓山区 	福建省福州市仓山区区委书记	杨新坚
Wed, 18 Jan 2017 15:30:53 OfficerRenmin.py[line:253] WARNING [+]数据更新	仓山区 	福建省福州市仓山区代区长	梁栋
Wed, 18 Jan 2017 15:30:53 OfficerRenmin.py[line:232] WARNING [+]数据更新	马尾区 	福建省福州市马尾区委书记	林飞
Wed, 18 Jan 2017 15:30:53 OfficerRenmin.py[line:253] WARNING [+]数据更新	马尾区 	福建省福州市马尾区区长	许毅青
Wed, 18 Jan 2017 15:30:54 OfficerRenmin.py[line:232] WARNING [+]数据更新	晋安区 	福建省福州市晋安区委书记	林峰
Wed, 18 Jan 2017 15:30:54 OfficerRenmin.py[line:253] WARNING [+]数据更新	晋安区 	福建省福州市晋安区代区长	朱训志
Wed, 18 Jan 2017 15:30:55 OfficerRenmin.py[line:232] WARNING [+]数据更新	闽侯县 	福建省福州市闽侯县委书记	赵学峰
Wed, 18 Jan 2017 15:30:55 OfficerRenmin.py[line:253] WARNING [+]数据更新	闽侯县 	福建省福州市闽侯县长	严金官
Wed, 18 Jan 2017 15:30:55 OfficerRenmin.py[line:232] WARNING [+]数据更新	连江县 	福建省福州市连江县委书记	关瑞祺
Wed, 18 Jan 2017 15:30:55 OfficerRenmin.py[line:253] WARNING [+]数据更新	连江县 	福建省福州市连江县长	周应忠
Wed, 18 Jan 2017 15:30:56 OfficerRenmin.py[line:232] WARNING [+]数据更新	罗源县 	福建省福州市罗源县委书记	吴兰铮
Wed, 18 Jan 2017 15:30:56 OfficerRenmin.py[line:253] WARNING [+]数据更新	罗源县 	福建省福州市罗源县长	邓达木
Wed, 18 Jan 2017 15:30:57 OfficerRenmin.py[line:232] WARNING [+]数据更新	闽清县 	福建省福州市闽清县委书记	陈铁晗
Wed, 18 Jan 2017 15:30:57 OfficerRenmin.py[line:253] WARNING [+]数据更新	闽清县 	福建省福州市闽清县县长候选人	陈忠霖
Wed, 18 Jan 2017 15:30:58 OfficerRenmin.py[line:232] WARNING [+]数据更新	永泰县 	福建省福州市永泰县委书记	林强
Wed, 18 Jan 2017 15:30:58 OfficerRenmin.py[line:253] WARNING [+]数据更新	永泰县 	福建省福州市永泰县县长	蔡福勇
Wed, 18 Jan 2017 15:30:58 OfficerRenmin.py[line:232] WARNING [+]数据更新	平潭县 	福建省福州市平潭县委书记、县长	林杰
Wed, 18 Jan 2017 15:30:58 OfficerRenmin.py[line:257] WARNING [+]数据未更新	平潭县 	福建省福州市平潭县委书记、县长	林杰
Wed, 18 Jan 2017 15:30:59 OfficerRenmin.py[line:232] WARNING [+]数据更新	福清市 	福建省福州市福清市委书记	王进足
Wed, 18 Jan 2017 15:30:59 OfficerRenmin.py[line:253] WARNING [+]数据更新	福清市 	福建省福州市福清市代市长	张帆
Wed, 18 Jan 2017 15:30:59 OfficerRenmin.py[line:232] WARNING [+]数据更新	长乐市 	福建省福州市长乐市委书记	许南吉
Wed, 18 Jan 2017 15:30:59 OfficerRenmin.py[line:253] WARNING [+]数据更新	长乐市 	福建省福州市长乐市代市长	蔡劲松
Wed, 18 Jan 2017 15:31:00 OfficerRenmin.py[line:232] WARNING [+]数据更新	思明区 	福建省厦门市思明区委书记	游文昌
Wed, 18 Jan 2017 15:31:00 OfficerRenmin.py[line:253] WARNING [+]数据更新	思明区 	福建省厦门市思明区长	黄乔生
Wed, 18 Jan 2017 15:31:00 OfficerRenmin.py[line:232] WARNING [+]数据更新	海沧区 		空缺
Wed, 18 Jan 2017 15:31:00 OfficerRenmin.py[line:253] WARNING [+]数据更新	海沧区 	福建省厦门市海沧区长	李伟华
Wed, 18 Jan 2017 15:31:01 OfficerRenmin.py[line:232] WARNING [+]数据更新	湖里区 	福建省厦门市湖里区委书记	刘育生
Wed, 18 Jan 2017 15:31:01 OfficerRenmin.py[line:253] WARNING [+]数据更新	湖里区 	福建省厦门市湖里区长	张毅恭
Wed, 18 Jan 2017 15:31:02 OfficerRenmin.py[line:232] WARNING [+]数据更新	集美区 	福建省厦门市集美区委书记	李辉跃
Wed, 18 Jan 2017 15:31:02 OfficerRenmin.py[line:253] WARNING [+]数据更新	集美区 	福建省厦门市集美区长	黄晓舟
Wed, 18 Jan 2017 15:31:02 OfficerRenmin.py[line:232] WARNING [+]数据更新	同安区 	福建省厦门市同安区委书记	陈琛
Wed, 18 Jan 2017 15:31:02 OfficerRenmin.py[line:253] WARNING [+]数据更新	同安区 	福建省厦门市同安代区长	黄国彬
Wed, 18 Jan 2017 15:31:03 OfficerRenmin.py[line:232] WARNING [+]数据更新	翔安区 	福建省厦门市翔安区委书记	陈永裕
Wed, 18 Jan 2017 15:31:03 OfficerRenmin.py[line:253] WARNING [+]数据更新	翔安区 	福建省厦门市翔安区长	陈飞铭
Wed, 18 Jan 2017 15:31:04 OfficerRenmin.py[line:232] WARNING [+]数据更新	城厢区 	福建省莆田市城厢区委书记	林桦
Wed, 18 Jan 2017 15:31:04 OfficerRenmin.py[line:253] WARNING [+]数据更新	城厢区 	福建省莆田市城厢区长	许建平
Wed, 18 Jan 2017 15:31:04 OfficerRenmin.py[line:232] WARNING [+]数据更新	涵江区 	福建省莆田市涵江区委书记	沈伯麟
Wed, 18 Jan 2017 15:31:04 OfficerRenmin.py[line:253] WARNING [+]数据更新	涵江区 	福建省莆田市涵江区区长	陈万东
Wed, 18 Jan 2017 15:31:05 OfficerRenmin.py[line:232] WARNING [+]数据更新	荔城区 	福建省莆田市荔城区委书记	胡国防
Wed, 18 Jan 2017 15:31:05 OfficerRenmin.py[line:253] WARNING [+]数据更新	荔城区 	福建省莆田市荔城区长	杨朝东
Wed, 18 Jan 2017 15:31:06 OfficerRenmin.py[line:232] WARNING [+]数据更新	秀屿区 	福建省莆田市秀屿区委书记	陈再新
Wed, 18 Jan 2017 15:31:06 OfficerRenmin.py[line:253] WARNING [+]数据更新	秀屿区 	福建省莆田市秀屿区代理区长	郑加清
Wed, 18 Jan 2017 15:31:06 OfficerRenmin.py[line:232] WARNING [+]数据更新	仙游县 	福建省莆田市仙游县委书记	郑瑞锦
Wed, 18 Jan 2017 15:31:06 OfficerRenmin.py[line:253] WARNING [+]数据更新	仙游县 	福建省莆田市仙游县长	郑亚木
Wed, 18 Jan 2017 15:31:07 OfficerRenmin.py[line:232] WARNING [+]数据更新	梅列区 	福建省三明市梅列区委书记	蔡光信
Wed, 18 Jan 2017 15:31:07 OfficerRenmin.py[line:253] WARNING [+]数据更新	梅列区 	福建省三明市梅列区代区长	杨胜
Wed, 18 Jan 2017 15:31:08 OfficerRenmin.py[line:232] WARNING [+]数据更新	三元区 	福建省三明市三元区委书记	杨稚平
Wed, 18 Jan 2017 15:31:08 OfficerRenmin.py[line:253] WARNING [+]数据更新	三元区 	福建省三明市三元区长	张文珍
Wed, 18 Jan 2017 15:31:08 OfficerRenmin.py[line:232] WARNING [+]数据更新	明溪县 	福建省三明市明溪县委书记	林斌
Wed, 18 Jan 2017 15:31:08 OfficerRenmin.py[line:253] WARNING [+]数据更新	明溪县 	福建省三明市明溪县长	颜虎成
Wed, 18 Jan 2017 15:31:09 OfficerRenmin.py[line:232] WARNING [+]数据更新	清流县 	福建省三明市清流县委书记	梁奕章
Wed, 18 Jan 2017 15:31:09 OfficerRenmin.py[line:253] WARNING [+]数据更新	清流县 	福建省三明市清流县长	冯明生
Wed, 18 Jan 2017 15:31:09 OfficerRenmin.py[line:232] WARNING [+]数据更新	宁化县 	福建省三明市宁化县委书记	肖长根
Wed, 18 Jan 2017 15:31:09 OfficerRenmin.py[line:253] WARNING [+]数据更新	宁化县 	福建省三明市宁化县代县长	余建地
Wed, 18 Jan 2017 15:31:10 OfficerRenmin.py[line:232] WARNING [+]数据更新	大田县 	福建省三明市大田县委书记	熊旭明
Wed, 18 Jan 2017 15:31:10 OfficerRenmin.py[line:253] WARNING [+]数据更新	大田县 	福建省三明市大田县长	林金龙
Wed, 18 Jan 2017 15:31:11 OfficerRenmin.py[line:232] WARNING [+]数据更新	尤溪县 	福建省三明市尤溪县委书记	伍斌
Wed, 18 Jan 2017 15:31:11 OfficerRenmin.py[line:253] WARNING [+]数据更新	尤溪县 	福建省三明市尤溪县长	杨永生
Wed, 18 Jan 2017 15:31:12 OfficerRenmin.py[line:232] WARNING [+]数据更新	沙县 	福建省三明市沙县县委书记	袁超洪
Wed, 18 Jan 2017 15:31:12 OfficerRenmin.py[line:253] WARNING [+]数据更新	沙县 	福建省三明市沙县县长	林昭闹
Wed, 18 Jan 2017 15:31:12 OfficerRenmin.py[line:232] WARNING [+]数据更新	将乐县 	福建省三明市将乐县委书记	蒋先东
Wed, 18 Jan 2017 15:31:12 OfficerRenmin.py[line:253] WARNING [+]数据更新	将乐县 	福建省三明市将乐县长	池芝发
Wed, 18 Jan 2017 15:31:13 OfficerRenmin.py[line:232] WARNING [+]数据更新	泰宁县 	福建省三明市泰宁县委书记	张元明
Wed, 18 Jan 2017 15:31:13 OfficerRenmin.py[line:253] WARNING [+]数据更新	泰宁县 	福建省三明市泰宁县代县长	罗金水
Wed, 18 Jan 2017 15:31:14 OfficerRenmin.py[line:232] WARNING [+]数据更新	建宁县 	福建省三明市建宁县委书记	郑剑波
Wed, 18 Jan 2017 15:31:14 OfficerRenmin.py[line:253] WARNING [+]数据更新	建宁县 	福建省三明市建宁县长	潘闽生
Wed, 18 Jan 2017 15:31:14 OfficerRenmin.py[line:232] WARNING [+]数据更新	永安市 	福建省三明市永安市委书记	黄建平
Wed, 18 Jan 2017 15:31:14 OfficerRenmin.py[line:253] WARNING [+]数据更新	永安市 	福建省三明市永安市长	郑清华
Wed, 18 Jan 2017 15:31:15 OfficerRenmin.py[line:232] WARNING [+]数据更新	鲤城区 	福建省泉州市鲤城区委书记	苏庆赐
Wed, 18 Jan 2017 15:31:15 OfficerRenmin.py[line:253] WARNING [+]数据更新	鲤城区 	福建省泉州市鲤城区长	黄阳春
Wed, 18 Jan 2017 15:31:16 OfficerRenmin.py[line:232] WARNING [+]数据更新	丰泽区 	福建省泉州市丰泽区委书记	许文贵
Wed, 18 Jan 2017 15:31:16 OfficerRenmin.py[line:253] WARNING [+]数据更新	丰泽区 	福建省泉州市丰泽区长	朱启平
Wed, 18 Jan 2017 15:31:16 OfficerRenmin.py[line:232] WARNING [+]数据更新	洛江区 	福建省泉州市洛江区委书记	洪飞跃
Wed, 18 Jan 2017 15:31:16 OfficerRenmin.py[line:253] WARNING [+]数据更新	洛江区 		空缺
Wed, 18 Jan 2017 15:31:17 OfficerRenmin.py[line:232] WARNING [+]数据更新	泉港区 	福建省泉州市泉港区委书记	洪自强
Wed, 18 Jan 2017 15:31:17 OfficerRenmin.py[line:253] WARNING [+]数据更新	泉港区 	福建省泉州市泉港区长	吴礼源
Wed, 18 Jan 2017 15:31:18 OfficerRenmin.py[line:232] WARNING [+]数据更新	惠安县 	福建省泉州市惠安县委书记	肖汉辉
Wed, 18 Jan 2017 15:31:18 OfficerRenmin.py[line:253] WARNING [+]数据更新	惠安县 	福建省泉州市惠安县长	洪于权
Wed, 18 Jan 2017 15:31:18 OfficerRenmin.py[line:232] WARNING [+]数据更新	安溪县 	福建省泉州市安溪县委书记	朱团能
Wed, 18 Jan 2017 15:31:18 OfficerRenmin.py[line:253] WARNING [+]数据更新	安溪县 	福建省泉州市安溪县长	高向荣
Wed, 18 Jan 2017 15:31:19 OfficerRenmin.py[line:232] WARNING [+]数据更新	永春县 	福建省泉州市永春县委书记	林锦明
Wed, 18 Jan 2017 15:31:19 OfficerRenmin.py[line:253] WARNING [+]数据更新	永春县 	福建省泉州市永春县长	蔡萌芽
Wed, 18 Jan 2017 15:31:20 OfficerRenmin.py[line:232] WARNING [+]数据更新	德化县 	福建省泉州市德化县委书记	吴深生
Wed, 18 Jan 2017 15:31:20 OfficerRenmin.py[line:253] WARNING [+]数据更新	德化县 	福建省泉州市德化县长	欧阳秋虹
Wed, 18 Jan 2017 15:31:20 OfficerRenmin.py[line:232] WARNING [+]数据更新	金门县 		空缺
Wed, 18 Jan 2017 15:31:20 OfficerRenmin.py[line:257] WARNING [+]数据未更新	金门县 		空缺
Wed, 18 Jan 2017 15:31:20 OfficerRenmin.py[line:232] WARNING [+]数据更新	石狮市 	福建省泉州市石狮市委书记	张永宁
Wed, 18 Jan 2017 15:31:20 OfficerRenmin.py[line:253] WARNING [+]数据更新	石狮市 	福建省泉州市石狮市长	张贻山
Wed, 18 Jan 2017 15:31:21 OfficerRenmin.py[line:232] WARNING [+]数据更新	晋江市 	福建省泉州市晋江市委书记	刘文儒
Wed, 18 Jan 2017 15:31:21 OfficerRenmin.py[line:253] WARNING [+]数据更新	晋江市 	福建省泉州市晋江市代市长	张文贤
Wed, 18 Jan 2017 15:31:21 OfficerRenmin.py[line:232] WARNING [+]数据更新	南安市 	福建省泉州市南安市委书记	王春金
Wed, 18 Jan 2017 15:31:21 OfficerRenmin.py[line:253] WARNING [+]数据更新	南安市 	福建省泉州市南安市市长候选人	林荣忠
Wed, 18 Jan 2017 15:31:22 OfficerRenmin.py[line:232] WARNING [+]数据更新	芗城区 	福建省漳州市芗城区委书记	吴文团
Wed, 18 Jan 2017 15:31:22 OfficerRenmin.py[line:253] WARNING [+]数据更新	芗城区 	福建省漳州市芗城区长	方木荣
Wed, 18 Jan 2017 15:31:22 OfficerRenmin.py[line:232] WARNING [+]数据更新	龙文区 	福建省漳州市龙文区委书记	欧龙光
Wed, 18 Jan 2017 15:31:22 OfficerRenmin.py[line:253] WARNING [+]数据更新	龙文区 	福建省漳州市龙文区长	侯为东
Wed, 18 Jan 2017 15:31:23 OfficerRenmin.py[line:232] WARNING [+]数据更新	云霄县 	福建省漳州市云霄县委书记	陈水树
Wed, 18 Jan 2017 15:31:23 OfficerRenmin.py[line:253] WARNING [+]数据更新	云霄县 	福建省漳州市云霄县长	王金狮
Wed, 18 Jan 2017 15:31:24 OfficerRenmin.py[line:232] WARNING [+]数据更新	漳浦县 	福建省漳州市漳浦县委书记	沈志平
Wed, 18 Jan 2017 15:31:24 OfficerRenmin.py[line:253] WARNING [+]数据更新	漳浦县 	福建省漳州市漳浦县长	苏孝道
Wed, 18 Jan 2017 15:31:25 OfficerRenmin.py[line:232] WARNING [+]数据更新	诏安县 	福建省漳州市诏安县委书记	张镇城
Wed, 18 Jan 2017 15:31:25 OfficerRenmin.py[line:253] WARNING [+]数据更新	诏安县 	福建省漳州市诏安县长	何德发
Wed, 18 Jan 2017 15:31:25 OfficerRenmin.py[line:232] WARNING [+]数据更新	长泰县 	福建省漳州市长泰县委书记	张慧德
Wed, 18 Jan 2017 15:31:25 OfficerRenmin.py[line:253] WARNING [+]数据更新	长泰县 	福建省漳州市长泰县长	吴卫红
Wed, 18 Jan 2017 15:31:26 OfficerRenmin.py[line:232] WARNING [+]数据更新	东山县 	福建省漳州市东山县委书记	黄水木
Wed, 18 Jan 2017 15:31:26 OfficerRenmin.py[line:253] WARNING [+]数据更新	东山县 	福建省漳州市东山县长	陈云水
Wed, 18 Jan 2017 15:31:27 OfficerRenmin.py[line:232] WARNING [+]数据更新	南靖县 	福建省漳州市南靖县委书记	黄劲武
Wed, 18 Jan 2017 15:31:27 OfficerRenmin.py[line:253] WARNING [+]数据更新	南靖县 	福建省漳州市南靖县长	钟科
Wed, 18 Jan 2017 15:31:27 OfficerRenmin.py[line:232] WARNING [+]数据更新	平和县 	福建省漳州市平和县委书记	郭德志
Wed, 18 Jan 2017 15:31:27 OfficerRenmin.py[line:253] WARNING [+]数据更新	平和县 		空缺
Wed, 18 Jan 2017 15:31:28 OfficerRenmin.py[line:232] WARNING [+]数据更新	华安县 	福建省漳州市华安县委书记	柯志宏
Wed, 18 Jan 2017 15:31:28 OfficerRenmin.py[line:253] WARNING [+]数据更新	华安县 	福建省漳州市华安县长	沈建平
Wed, 18 Jan 2017 15:31:29 OfficerRenmin.py[line:232] WARNING [+]数据更新	龙海市 	福建省漳州市龙海市委书记	张祯锦
Wed, 18 Jan 2017 15:31:29 OfficerRenmin.py[line:253] WARNING [+]数据更新	龙海市 	福建省漳州市龙海市长	曾建成
Wed, 18 Jan 2017 15:31:29 OfficerRenmin.py[line:232] WARNING [+]数据更新	延平区 	福建省南平市延平区委书记	黄雄
Wed, 18 Jan 2017 15:31:29 OfficerRenmin.py[line:253] WARNING [+]数据更新	延平区 	福建省南平市延平区长	翁明亮
Wed, 18 Jan 2017 15:31:30 OfficerRenmin.py[line:232] WARNING [+]数据更新	顺昌县 	福建省南平市顺昌县委书记	韩康平
Wed, 18 Jan 2017 15:31:30 OfficerRenmin.py[line:253] WARNING [+]数据更新	顺昌县 	福建省南平市顺昌县长	丁贵生
Wed, 18 Jan 2017 15:31:31 OfficerRenmin.py[line:232] WARNING [+]数据更新	浦城县 	福建省南平市浦城县委书记	周永和
Wed, 18 Jan 2017 15:31:31 OfficerRenmin.py[line:253] WARNING [+]数据更新	浦城县 	福建省南平市浦城县长	朱金生
Wed, 18 Jan 2017 15:31:31 OfficerRenmin.py[line:232] WARNING [+]数据更新	光泽县 	福建省南平市光泽县委书记	符水俊
Wed, 18 Jan 2017 15:31:31 OfficerRenmin.py[line:253] WARNING [+]数据更新	光泽县 	福建省南平市光泽县长	赵明正
Wed, 18 Jan 2017 15:31:32 OfficerRenmin.py[line:232] WARNING [+]数据更新	松溪县 	福建省南平市松溪县委书记	朱仁秀
Wed, 18 Jan 2017 15:31:32 OfficerRenmin.py[line:253] WARNING [+]数据更新	松溪县 	福建省南平市松溪县长	丘毅
Wed, 18 Jan 2017 15:31:33 OfficerRenmin.py[line:232] WARNING [+]数据更新	政和县 	福建省南平市政和县委书记	廖俊波
Wed, 18 Jan 2017 15:31:33 OfficerRenmin.py[line:253] WARNING [+]数据更新	政和县 	福建省南平市政和县长	黄爱华
Wed, 18 Jan 2017 15:31:33 OfficerRenmin.py[line:232] WARNING [+]数据更新	邵武市 	福建省南平市邵武市委书记	武勇
Wed, 18 Jan 2017 15:31:33 OfficerRenmin.py[line:253] WARNING [+]数据更新	邵武市 	福建省南平市邵武市长	陈敏辉
Wed, 18 Jan 2017 15:31:34 OfficerRenmin.py[line:232] WARNING [+]数据更新	武夷山市 	福建省南平市武夷山市委书记	马必钢
Wed, 18 Jan 2017 15:31:34 OfficerRenmin.py[line:253] WARNING [+]数据更新	武夷山市 	福建省南平市武夷山市长	徐春晖
Wed, 18 Jan 2017 15:31:34 OfficerRenmin.py[line:232] WARNING [+]数据更新	建瓯市 	福建省南平市建瓯市委书记	余建坤
Wed, 18 Jan 2017 15:31:34 OfficerRenmin.py[line:253] WARNING [+]数据更新	建瓯市 	福建省南平市建瓯市长	陈宗荣
Wed, 18 Jan 2017 15:31:35 OfficerRenmin.py[line:232] WARNING [+]数据更新	建阳区 	福建省南平市建阳区委书记	杨新强
Wed, 18 Jan 2017 15:31:35 OfficerRenmin.py[line:253] WARNING [+]数据更新	建阳区 	福建省南平市建阳区代区长	魏敦盛
Wed, 18 Jan 2017 15:31:36 OfficerRenmin.py[line:232] WARNING [+]数据更新	新罗区 	福建省龙岩市新罗区委书记	刘友洪
Wed, 18 Jan 2017 15:31:36 OfficerRenmin.py[line:253] WARNING [+]数据更新	新罗区 		空缺
Wed, 18 Jan 2017 15:31:36 OfficerRenmin.py[line:232] WARNING [+]数据更新	长汀县 	福建省龙岩市长汀县委书记	廖深洪
Wed, 18 Jan 2017 15:31:36 OfficerRenmin.py[line:253] WARNING [+]数据更新	长汀县 	福建省龙岩市长汀县县长	马水清
Wed, 18 Jan 2017 15:31:37 OfficerRenmin.py[line:232] WARNING [+]数据更新	永定县 		空缺
Wed, 18 Jan 2017 15:31:37 OfficerRenmin.py[line:253] WARNING [+]数据更新	永定县 	福建省龙岩市永定区长	陈厦生
Wed, 18 Jan 2017 15:31:38 OfficerRenmin.py[line:232] WARNING [+]数据更新	上杭县 	福建省龙岩市上杭县委书记	邓菊芳
Wed, 18 Jan 2017 15:31:38 OfficerRenmin.py[line:253] WARNING [+]数据更新	上杭县 	福建省龙岩市上杭县长	谢海波
Wed, 18 Jan 2017 15:31:38 OfficerRenmin.py[line:232] WARNING [+]数据更新	武平县 	福建省龙岩市武平县委书记	王建生
Wed, 18 Jan 2017 15:31:38 OfficerRenmin.py[line:253] WARNING [+]数据更新	武平县 	福建省龙岩市武平县长	廖卓文
Wed, 18 Jan 2017 15:31:40 OfficerRenmin.py[line:232] WARNING [+]数据更新	连城县 	福建省龙岩市连城县委书记	钟勇强
Wed, 18 Jan 2017 15:31:40 OfficerRenmin.py[line:253] WARNING [+]数据更新	连城县 	福建省龙岩市连城县代县长	吕素梅
Wed, 18 Jan 2017 15:31:41 OfficerRenmin.py[line:232] WARNING [+]数据更新	漳平市 	福建省龙岩市漳平市委书记	陈论生
Wed, 18 Jan 2017 15:31:41 OfficerRenmin.py[line:253] WARNING [+]数据更新	漳平市 	福建省龙岩市漳平市长	蓝福元
Wed, 18 Jan 2017 15:31:42 OfficerRenmin.py[line:232] WARNING [+]数据更新	蕉城区 	福建省宁德市蕉城区委书记	王世雄
Wed, 18 Jan 2017 15:31:42 OfficerRenmin.py[line:253] WARNING [+]数据更新	蕉城区 	福建省宁德市蕉城区区长	毛祚松
